Frame, End-to-End Distance (subgraphs) / Ã…
0,24.769,24.316,24.891,36.538,43.400,28.508,25.674,40.903,31.703,37.494,22.386
1,22.608,36.835,34.087,22.117,20.614,32.235,32.057,32.362,12.712,20.485,13.041
2,35.022,13.197,39.135,21.179,28.854,29.393,22.240,17.775,27.050,22.295,22.560
3,21.150,34.689,29.729,20.726,19.645,22.257,22.567,13.462,17.444,26.256,19.723
4,25.914,35.396,25.486,36.704,25.801,26.678,35.847,20.611,25.363,19.841,12.094
5,37.628,29.479,22.086,14.697,37.421,28.373,9.413,23.843,26.805,27.261,35.561
6,34.308,32.474,16.363,24.695,26.615,36.875,22.164,22.579,23.027,22.587,16.618
7,26.605,25.157,23.585,29.275,21.770,21.064,32.400,25.391,21.902,26.085,34.631
8,10.869,30.223,12.176,23.396,29.605,13.511,11.255,12.583,8.485,14.254,24.465
9,29.424,10.781,23.510,26.510,37.101,31.860,40.261,28.546,13.536,22.379,38.279
10,15.385,14.428,27.525,6.974,30.820,29.462,17.520,15.342,21.514,25.225,18.256
11,19.694,19.379,19.838,8.100,37.102,21.601,16.495,16.984,23.318,34.517,45.222
12,30.062,11.546,19.297,23.820,9.829,28.471,20.635,19.255,24.344,24.319,28.286
13,11.778,37.820,32.364,42.949,16.898,20.496,27.908,12.867,13.366,25.708,11.611
14,17.505,36.245,9.888,18.008,21.587,10.892,34.983,26.842,30.218,20.353,15.606
15,28.872,28.112,21.109,20.715,12.713,25.108,20.010,21.967,31.555,13.529,21.034
16,37.151,24.631,42.874,2.592,17.931,15.016,21.840,25.605,22.519,35.628,15.793
17,20.912,29.514,29.704,28.130,28.241,21.390,21.551,7.741,19.031,36.335,13.069
18,34.465,17.089,28.391,12.597,18.286,17.402,16.348,30.109,20.689,15.296,21.581
19,26.106,29.596,38.329,20.925,18.075,23.693,36.778,25.050,28.851,24.795,13.578
20,8.695,31.981,17.640,18.246,25.845,27.683,20.041,29.008,19.810,26.428,36.809
21,8.197,5.626,33.582,28.575,28.844,26.176,32.386,27.928,16.150,26.408,14.799
22,23.348,11.471,23.357,20.929,35.842,17.148,34.714,22.112,26.356,27.533,32.574
23,17.490,24.334,33.611,9.873,41.692,22.723,21.250,12.481,15.693,14.501,25.441
24,19.267,23.618,22.491,29.744,17.090,30.338,11.673,39.777,18.196,22.697,30.681
25,22.952,18.464,25.134,16.528,10.046,13.380,9.899,28.701,16.693,35.311,19.527
26,28.885,34.221,37.556,32.304,22.471,38.944,19.793,38.004,19.491,24.614,37.987
27,18.925,9.149,35.384,21.339,19.819,21.250,33.363,24.366,17.566,14.180,38.697
28,26.580,30.794,23.373,37.096,10.854,40.462,15.677,25.938,12.820,25.107,8.532
29,23.784,34.095,17.982,17.665,9.605,33.881,24.715,14.678,29.330,8.123,29.291
30,13.661,25.570,18.179,15.961,22.669,32.443,12.469,29.549,23.857,15.727,32.749
31,23.572,29.725,29.961,40.565,4.242,28.749,16.135,15.038,23.366,18.498,14.131
32,19.114,36.820,38.042,17.950,18.450,32.894,23.813,22.990,35.666,27.423,25.344
33,36.542,31.592,25.758,8.465,37.282,14.397,15.983,26.511,7.250,21.253,38.121
34,20.023,9.514,2.638,19.063,32.966,7.515,26.674,8.684,32.713,26.245,28.263
35,15.908,33.452,39.515,19.649,32.575,20.225,28.992,27.611,12.410,22.393,23.584
36,39.639,19.111,23.316,33.597,23.302,34.117,31.641,28.577,26.592,25.409,15.053
37,29.725,18.370,40.898,24.272,10.352,44.893,31.959,23.171,17.465,21.089,28.741
38,30.143,35.871,34.542,23.529,32.056,14.715,29.079,26.170,24.303,29.864,22.585
39,26.513,39.286,22.113,27.537,31.133,29.239,9.868,26.804,38.572,30.717,21.892
40,29.964,8.751,18.903,22.949,24.776,14.292,39.307,10.448,24.708,21.677,39.499
41,31.271,25.677,33.057,13.898,14.364,21.249,36.817,28.359,28.768,32.369,13.515
42,30.212,10.011,18.449,15.572,37.609,27.630,24.858,14.789,16.818,12.375,34.594
43,21.209,14.443,32.094,28.627,15.316,34.986,44.744,34.585,36.158,22.549,13.620
44,23.171,37.745,19.642,17.573,16.837,21.362,25.658,12.765,22.186,28.958,23.663
45,25.223,31.785,33.069,14.205,35.749,23.621,11.311,33.021,30.084,18.500,28.945
46,30.254,30.862,31.822,20.343,35.365,27.131,27.504,26.398,34.756,29.394,26.618
47,29.320,24.942,29.598,21.725,13.144,34.968,37.857,27.158,20.785,38.585,26.394
48,24.568,27.091,28.329,32.995,25.321,26.990,27.199,22.843,19.905,22.917,36.647
49,7.866,11.723,30.284,31.048,28.942,30.372,35.780,32.455,15.888,31.443,31.621
